Timestamp,Vehicle_Count
11:08:20,0
11:08:21,0
11:08:22,0
11:08:23,0
11:08:24,0
11:08:24,0
11:08:25,0
11:08:26,0
11:08:27,0
11:08:27,0
11:08:27,0
11:08:28,0
11:08:28,0
11:08:29,0
11:08:29,0
11:08:29,0
11:08:30,0
11:08:31,0
11:08:32,0
11:08:33,0
11:08:34,0
11:08:34,0
11:08:35,0
11:08:36,0
11:08:38,0
11:08:39,0
11:08:39,0
11:08:40,0
11:08:41,0
11:08:42,0
11:08:43,5
11:08:44,13
11:08:45,9
11:08:46,8
11:08:46,0
11:08:47,0
11:08:47,0
11:08:47,0
11:08:48,0
11:08:48,0
11:08:48,0
11:08:49,0
11:08:49,0
11:08:49,0
11:08:50,0
11:08:50,0
11:08:50,0
11:08:51,0
11:08:51,0
11:08:51,0
11:08:52,0
11:08:52,0
11:08:52,0
11:08:53,0
11:08:53,0
11:08:53,0
11:08:54,0
11:08:54,0
11:08:54,0
11:08:55,0
11:08:55,0
11:08:55,0
11:08:56,0
11:08:56,0
11:08:57,0
11:08:57,0
11:08:57,0
11:08:58,0
11:08:58,0
11:08:58,0
11:08:59,0
11:08:59,0
11:08:59,0
11:09:00,0
11:09:00,0
11:09:00,8
11:09:01,0
11:09:01,0
11:09:01,13
11:09:02,13
11:09:02,12
11:09:02,18
11:09:03,7
11:09:03,7
11:09:03,12
11:09:04,7
11:09:04,9
11:09:04,10
11:09:05,0
11:09:05,0
11:09:05,0
11:09:06,0
11:09:06,0
11:09:06,0
11:09:07,0
11:09:07,0
11:09:07,0
11:09:08,0
11:09:08,0
11:09:08,0
11:09:09,0
11:09:09,0
11:09:10,0
11:09:10,0
11:09:10,0
11:09:10,0
11:09:11,0
11:09:11,0
11:09:11,0
11:09:12,0
11:09:12,0
11:09:13,0
11:09:13,0
11:09:13,0
11:09:14,0
11:09:14,0
11:09:14,0
11:09:15,0
11:09:15,0
11:09:15,0
11:09:16,0
11:09:16,0
11:09:17,0
11:09:17,0
11:09:17,0
11:09:17,0
11:09:18,0
11:09:18,0
11:09:18,0
11:09:19,0
11:09:19,0
11:09:20,0
11:09:20,0
11:09:20,0
11:09:21,0
11:09:21,0
11:09:21,0
11:09:21,0
11:09:22,0
11:09:22,0
11:09:22,0
11:09:23,0
11:09:23,0
11:09:23,0
11:09:24,0
11:09:24,0
11:09:24,0
11:09:25,0
11:09:25,4
11:09:26,0
11:09:26,4
11:09:26,0
11:09:27,8
11:09:27,20
11:09:27,18
11:09:27,15
11:09:28,19
11:09:28,17
11:09:29,18
11:09:29,17
11:09:29,18
11:09:30,17
11:09:30,19
11:09:30,19
11:09:31,14
11:09:31,14
11:09:31,0
11:09:32,0
11:09:32,0
11:09:33,0
11:09:33,0
11:09:33,0
11:09:34,0
11:09:34,0
11:09:34,0
11:09:35,0
11:09:35,0
11:09:35,0
11:09:36,0
11:09:36,0
11:09:36,0
11:09:37,0
11:09:37,0
11:09:37,0
11:09:38,0
11:09:38,0
11:09:38,0
11:09:39,0
